LATITUD,LONGITUD,ESTABLECIMIENTO,AIRELIBRE,BARRIO,TIPO,CANTIDAD
-34.659689815858,-58.44808427438136,,NO,Villa soldati,,1
-34.66079889130303,-58.45291601480509,,NO,Villa soldati,,3
-34.6627681,-58.5023383,,NO,,,1
-34.664988340876754,-58.44302205262265,,NO,Villa soldati,,2
-34.665804220719956,-58.4994604203046,,NO,Mataderos,,1
-34.6673141,-58.4975946,,NO,,,1
-34.670055229752094,-58.49573529970455,,NO,Mataderos,,1
-34.6750465,-58.4661414,,NO,,,4
-34.675703730556435,-58.49009083035526,,NO,Villa lugano,,2
-34.6804149,-58.4892957,,NO,,,3
-34.68087213000327,-58.4893077298655,,NO,Villa lugano,,2
-34.683164,-58.461761,,NO,,,31
-34.6849099,-58.4654686,,NO,,,3
-34.6892724,-58.4637642,,NO,,,1
-34.5652245987258,-58.41972968395497,,NO ESPECIFICA,Palermo,,1
-34.568700161479704,-58.507197679874196,,NO ESPECIFICA,Saavedra,,1
-34.569588825224656,-58.42042925664238,,NO ESPECIFICA,Palermo,,1
-34.584419,-58.378108,,NO ESPECIFICA,,,1
-34.59777252901795,-58.380137347782146,,NO ESPECIFICA,Retiro,,1
-34.5978568604676,-58.3717919838605,,NO ESPECIFICA,Retiro,,1
-34.6038236887258,-58.38371810408223,,NO ESPECIFICA,San nicolas,,1
-34.6059403,-58.4158897,,NO ESPECIFICA,,,1
-34.61225030265218,-58.37471057098631,,NO ESPECIFICA,Monserrat,,1
-34.61542374699655,-58.481029657531295,,NO ESPECIFICA,Villa santa rita,,1
-34.62479184287295,-58.41133498900564,,NO ESPECIFICA,San cristobal,,4
-34.62725783635415,-58.39216512763003,,NO ESPECIFICA,San cristobal,,1
-34.628605,-58.377939,,NO ESPECIFICA,Constitucion,,1
-34.63751515198204,-58.40742949814535,,NO ESPECIFICA,Parque patricios,,1
-34.641851962601045,-58.468613177670235,,NO ESPECIFICA,Flores,,1
-34.6472601,-58.451404,,NO ESPECIFICA,,,1
-34.661459,-58.500522,,NO ESPECIFICA,,,1
-34.664988340876754,-58.44302205262265,,NO ESPECIFICA,Villa soldati,,1
-34.571366420315115,-58.41186953026115,,SI,Palermo,,1
-34.58307594645692,-58.3973174066476,,SI,Recoleta,,2
-34.584182,-58.37985,,SI,,,1
-34.600868821991774,-58.43655177188767,,SI,Villa crespo,,1
-34.60673190253495,-58.43843955032307,,SI,Caballito,,3
-34.608642143294325,-58.37433980044674,,SI,Monserrat,,1
-34.612264995135945,-58.385736475579655,,SI,Monserrat,,1
-34.612412641393014,-58.38763996517598,,SI,Monserrat,,1
-34.615987766114586,-58.36955670323371,,SI,San telmo,,1
-34.61707273651724,-58.36978908588357,,SI,San telmo,,1
-34.61795408047986,-58.445534472413755,,SI,Caballito,,1
-34.62479184287295,-58.41133498900564,,SI,San cristobal,,2
-34.62793686913039,-58.44311997627851,,SI,Caballito,,1
-34.62948768324498,-58.37066543894277,,SI,Barracas,,1
-34.629554151049156,-58.40564926666892,,SI,Parque patricios,,1
-34.633729162310914,-58.354900486096994,,SI,Boca,,1
-34.63413175807816,-58.416708566008815,,SI,Boedo,,1
-34.634878550954774,-58.424925701732356,,SI,Parque chacabuco,,1
-34.64294209943678,-58.396865953764234,,SI,Parque patricios,,1
-34.6501318,-58.4337941,,SI,,,2
-34.6563611,-58.4023258,,SI,,,2
-34.6569008,-58.4577243,,SI,,,3
-34.664988340876754,-58.44302205262265,,SI,Villa soldati,,2
-34.675703730556435,-58.49009083035526,,SI,Villa lugano,,2
-34.6804149,-58.4892957,,SI,,,5
-34.680491114725385,-58.48875484935472,,SI,Villa lugano,,4
-34.5958082,-58.3954479,,NO ESPECIFICA,,,2
